architecture,seed,forgotten_domain,method,base_method,original_retained_validation_log_loss,method_retained_validation_log_loss,retrained_retained_validation_log_loss,is_identity_map,is_near_identity,ssd_selection_status,ssd_structural_noop,ssd_batch_ratio_upper_bound,original_retained_macro_f1,method_retained_macro_f1,retrained_retained_macro_f1,original_retained_macro_roc_auc,method_retained_macro_roc_auc,retrained_retained_macro_roc_auc,original_forgotten_f1,method_forgotten_f1,retrained_forgotten_f1,original_forgotten_roc_auc,method_forgotten_roc_auc,retrained_forgotten_roc_auc,original_mia_auc,method_mia_auc,retrained_mia_auc,method_abs_mia_auc_gap_from_retrained,method_forgotten_prediction_agreement_with_retrained,method_forgotten_js_divergence_from_retrained,method_forgotten_linear_cka_to_retrained,method_retained_macro_linear_cka_to_retrained,method_forgotten_abs_f1_gap_from_retrained,online_seconds,full_retraining_optimization_seconds,online_speedup_vs_retraining_optimization,selected_parameter_fraction,fisher_cosine_similarity,parameter_change_l2
mlp,42,NF-UNSW-NB15,rollback_repair,rollback_repair,0.13238130402277276,0.683336122756477,0.1535616351635023,False,False,,,,0.7624766540635614,0.2683806531610236,0.7635205834285116,0.8291335468338991,0.3840077294232002,0.8231769857295514,0.9937733499377335,0.023355869698832205,0.0552395086157144,0.9998552874702499,0.05238912086076479,0.26182185224831406,0.4858873133407028,0.49069789598755964,0.5144855566927022,0.0237876607051426,0.4990944619197407,0.07417428018283644,0.39580950887595723,0.5363322196905086,0.0318836389168822,1.703467575999639,67.66015835000053,39.71907613815061,,,9.307546887023712
mlp,42,NF-UNSW-NB15,ssd_canonical,ssd_canonical,0.13238130402277276,0.13238130402277276,0.1535616351635023,True,True,no_parameters_selected,True,3.5252324037184595,0.7624766540635614,0.7624766540635614,0.7635205834285116,0.8291335468338991,0.8291335468338991,0.8231769857295514,0.9937733499377335,0.9937733499377335,0.0552395086157144,0.9998552874702499,0.9998552874702499,0.26182185224831406,0.4858873133407028,0.4858873133407028,0.5144855566927022,0.028598243351999453,0.45453245639119244,0.2677273092072476,0.34516413277990854,0.8951953802523582,0.9385338413220191,3.0885861219994695,67.66015835000053,21.90651504520752,0.0,0.5845881814760959,0.0
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,ssd_canonical,0.13238130402277276,0.13131818215127924,0.1535616351635023,False,False,weights_changed,False,3.5252324037184595,0.7624766540635614,0.7635232336925277,0.7635205834285116,0.8291335468338991,0.8118863014328633,0.8231769857295514,0.9937733499377335,0.9836580766813325,0.0552395086157144,0.9998552874702499,0.999764818009677,0.26182185224831406,0.4858873133407028,0.4861808163001953,0.5144855566927022,0.028304740392506966,0.4559622533600229,0.2660587097052579,0.36909180511222733,0.9010696219122586,0.9284185680656182,3.206770134999715,67.66015835000053,21.09916068243742,0.03330587266093916,0.5845881814760959,1.1392916199675494
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,ssd_canonical,0.13238130402277276,0.13250189887854416,0.1535616351635023,False,False,weights_changed,False,3.5252324037184595,0.7624766540635614,0.7626973220600584,0.7635205834285116,0.8291335468338991,0.8259563960367058,0.8231769857295514,0.9937733499377335,0.9887288666249218,0.0552395086157144,0.9998552874702499,0.9998419358251085,0.26182185224831406,0.4858873133407028,0.4861615259498175,0.5144855566927022,0.028324030742884754,0.45519969497664664,0.26692556258781497,0.34013604490970917,0.8946983847502091,0.9334893580092074,3.0522360140003,67.66015835000053,22.167407120435698,0.00788513593032835,0.5845881814760959,0.7400818254907245
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=3,ssd_canonical,0.13238130402277276,0.13237533850923408,0.1535616351635023,False,False,weights_changed,False,3.5252324037184595,0.7624766540635614,0.7623527443473265,0.7635205834285116,0.8291335468338991,0.8257701446980569,0.8231769857295514,0.9937733499377335,0.9934599813142323,0.0552395086157144,0.9998552874702499,0.9998558987503889,0.26182185224831406,0.4858873133407028,0.4848798780413177,0.5144855566927022,0.029605678651384526,0.4545801162901535,0.2676093546495895,0.3390271664057493,0.8962132025674242,0.9382204726985179,3.019889874999535,67.66015835000053,22.404842941503272,0.0016476403436507003,0.5845881814760959,0.3424080751785941
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=5,ssd_canonical,0.13238130402277276,0.13238130402277276,0.1535616351635023,True,True,no_parameters_selected,True,3.5252324037184595,0.7624766540635614,0.7624766540635614,0.7635205834285116,0.8291335468338991,0.8291335468338991,0.8231769857295514,0.9937733499377335,0.9937733499377335,0.0552395086157144,0.9998552874702499,0.9998552874702499,0.26182185224831406,0.4858873133407028,0.4858873133407028,0.5144855566927022,0.028598243351999453,0.45453245639119244,0.2677273092072476,0.34516413277990854,0.8951953802523582,0.9385338413220191,2.9601282519997767,67.66015835000053,22.857171240567464,0.0,0.5845881814760959,0.0
mlp,42,NF-UNSW-NB15,dc_ssd_no_contrast,dc_ssd_no_contrast,0.13238130402277276,0.13053744416870433,0.1535616351635023,False,False,weights_changed,False,,0.7624766540635614,0.7631386288631358,0.7635205834285116,0.8291335468338991,0.828976966108689,0.8231769857295514,0.9937733499377335,0.9871915026554202,0.0552395086157144,0.9998552874702499,0.9995766724174187,0.26182185224831406,0.4858873133407028,0.4930498074396008,0.5144855566927022,0.021435749253101433,0.45553331426937377,0.26449812282710194,0.4407623065456122,0.9121458560994612,0.9319519940397059,0.023100032000002102,67.66015835000053,2929.0071264833905,0.021360480169471577,0.26248792379796865,1.6745046852939858
mlp,42,NF-UNSW-NB15,dc_ssd_no_class_balance,dc_ssd_no_class_balance,0.13238130402277276,0.133613400197437,0.1535616351635023,False,False,weights_changed,False,,0.7624766540635614,0.7627933660255463,0.7635205834285116,0.8291335468338991,0.8359483416515591,0.8231769857295514,0.9937733499377335,0.9791666666666666,0.0552395086157144,0.9998552874702499,0.9997276264391143,0.26182185224831406,0.4858873133407028,0.48594570424728434,0.5144855566927022,0.0285398524454179,0.456343532551711,0.2657129464902048,0.3428634531109722,0.899483619952122,0.9239271580509523,0.017818659999647934,67.66015835000053,3797.1518818663903,0.012592679769330352,0.24695507238440229,1.366430556701079
mlp,42,NF-UNSW-NB15,dc_ssd,dc_ssd,0.13238130402277276,0.13144359188285606,0.1535616351635023,False,False,weights_changed,False,,0.7624766540635614,0.7645536021249236,0.7635205834285116,0.8291335468338991,0.8285715045151459,0.8231769857295514,0.9937733499377335,0.9779596977329975,0.0552395086157144,0.9998552874702499,0.9992205534774892,0.26182185224831406,0.4858873133407028,0.4971213487284217,0.5144855566927022,0.017364207964280565,0.4568201315413211,0.2595825245203928,0.473972136188891,0.9164952506928725,0.9227201891172832,0.018980324000040127,67.66015835000053,3564.7525484737503,0.030363657761562905,0.24473313967874336,2.3995464507342663
mlp,42,NF-UNSW-NB15,scrub_r,scrub_r,0.13238130402277276,0.21844573948183515,0.1535616351635023,False,False,,,,0.7624766540635614,0.767485798907408,0.7635205834285116,0.8291335468338991,0.7930355481559005,0.8231769857295514,0.9937733499377335,0.149446858949032,0.0552395086157144,0.9998552874702499,0.3607201742264218,0.26182185224831406,0.4858873133407028,0.5145841918374733,0.5144855566927022,9.863514477104207e-05,0.463111238204175,0.27992870820547167,0.26940724589714643,0.8578781172552706,0.0942073503333176,56.10056493600041,67.66015835000053,1.206051283568843,,,4.967267363276633
