architecture,seed,forgotten_domain,model,evaluation_domain,evaluation_scope,accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,roc_auc,average_precision,log_loss,true_negative,false_positive,false_negative,true_positive,samples,attack_rate
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=3,RETAINED_MACRO,retained_macro,0.8631699880811184,0.8196871811705929,0.9514329190396212,0.8462379775458982,0.8878069797312258,0.9086622650588879,0.9469903354702142,0.30556539744007694,21041.0,602.0,3200.0,29737.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,NF-UNSW-NB15,retained,0.9990468020207797,0.9971966049372389,0.9925373134328358,0.9950124688279302,0.9937733499377335,0.9998552874702499,0.9952278122517322,0.003872904088667369,19366.0,12.0,8.0,1596.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,NF-ToN-IoT,retained,0.6033692413476965,0.6486211705675249,0.862291169451074,0.5561028166846237,0.6761485917469823,0.7366612177632731,0.8452845123593878,0.887214090110789,1652.0,577.0,2884.0,3613.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,NF-BoT-IoT,retained,0.9871341267288517,0.8132639000733701,0.9994702958194116,0.9876389112578515,0.9935193811008951,0.9901017340419822,0.999985555523559,0.022686785893110715,23.0,13.0,307.0,24529.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,NF-CSE-CIC-IDS2018,forgotten,0.9080773995130494,0.748347318744981,0.7489233419465977,0.5256952841596131,0.6177619893428064,0.7606376886964419,0.636095060824365,0.393884022142935,19520.0,583.0,1569.0,1739.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,ssd_canonical@alpha=5,RETAINED_MACRO,retained_macro,0.8631833900324426,0.819693891859378,0.9514329262344404,0.8462513989234685,0.8878137742618702,0.9088727464251685,0.9468326267115597,0.3045912600308557,21041.0,602.0,3199.0,29738.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,NF-UNSW-NB15,retained,0.9988561624249357,0.9985229863209661,0.9870530209617756,0.9981296758104738,0.9925604463732176,0.9998192219420486,0.9953641137483947,0.011015779838514858,19357.0,21.0,3.0,1601.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,NF-ToN-IoT,retained,0.6179234471693789,0.6520585509562926,0.8591869180104474,0.582268739418193,0.6941284403669725,0.7438507871908027,0.8538847859787295,0.7183514188418613,1609.0,620.0,2714.0,3783.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,NF-BoT-IoT,retained,0.9883805082019942,0.5919878849698467,0.9988213777687462,0.9895313254952488,0.9941546489755466,0.9856458366886777,0.999979036089912,0.020979069825040945,7.0,29.0,260.0,24576.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,NF-CSE-CIC-IDS2018,forgotten,0.9052154969885952,0.7457969630526128,0.7292631578947368,0.5235792019347038,0.6095372162590181,0.7698095437276744,0.6463012669643474,0.2925726421409242,19460.0,643.0,1576.0,1732.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_contrast,RETAINED_MACRO,retained_macro,0.868386705932103,0.7475231407490351,0.9483537722469898,0.8566432469079719,0.8936145119052457,0.9097719486071764,0.9497426452723454,0.25011542283513905,20973.0,670.0,2977.0,29960.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,NF-UNSW-NB15,retained,0.9990944619197407,0.9986519986029354,0.9901051329622759,0.9981296758104738,0.9941012108040981,0.9998255921245498,0.9956705843122189,0.01264407761210387,19362.0,16.0,3.0,1601.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,NF-ToN-IoT,retained,0.6095576438230575,0.6362729238390249,0.8457923008057296,0.5816530706479914,0.6892840857273141,0.758337060421924,0.8514079525722977,0.6140524251760485,1540.0,689.0,2718.0,3779.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,NF-BoT-IoT,retained,0.9875763911225475,0.7025352982230096,0.9991452643575237,0.9884039297793525,0.9937455723104949,0.9802716934199459,0.9999709220580983,0.02528985523143568,15.0,21.0,288.0,24548.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,NF-CSE-CIC-IDS2018,forgotten,0.9037204732817906,0.7487147508348931,0.7133603238866397,0.5326481257557436,0.6098996192454137,0.7856196949073817,0.6546853395557318,0.2919681154912697,19395.0,708.0,1546.0,1762.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd_no_class_balance,RETAINED_MACRO,retained_macro,0.8654094989551152,0.7791534068883234,0.9450142327085098,0.8560622254126059,0.8923769562806356,0.9128114486554733,0.9490164863142049,0.21732878600652936,20917.0,726.0,3009.0,29928.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,NF-UNSW-NB15,retained,0.9796968830426079,0.9881503988506389,0.79100790513834,0.9981296758104738,0.88257993384785,0.9994165491936379,0.9900120585885838,0.06738688204340086,18955.0,423.0,3.0,1601.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,NF-ToN-IoT,retained,0.6086408434563374,0.6246054620371082,0.8342733188720174,0.5919655225488687,0.692536238408211,0.7356332042127598,0.8472867543108936,0.6313243438450235,1465.0,764.0,2651.0,3846.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,NF-BoT-IoT,retained,0.9875361852685751,0.577696354753852,0.9987797933783454,0.9887260428410372,0.9937274897818785,0.984298106691004,0.9999770382903516,0.02210104958625758,6.0,30.0,280.0,24556.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,NF-CSE-CIC-IDS2018,forgotten,0.8999188415702021,0.7999162460246297,0.6417033773861968,0.6605199516324063,0.6509757187546551,0.84203393033736,0.6980382597560888,0.3161322039128325,18883.0,1220.0,1123.0,2185.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,dc_ssd,RETAINED_MACRO,retained_macro,0.8586246372558403,0.7301507385471998,0.8746870057962343,0.8596070804001266,0.8562812206793131,0.9064492866991339,0.9457586170632762,0.24027075849156063,20426.0,1217.0,2934.0,30003.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,NF-UNSW-NB15,retained,0.9389953293299018,0.6024270974437165,0.9850299401197605,0.20511221945137156,0.3395252837977296,0.9363348678824149,0.6894154120399144,0.19299583825594585,19373.0,5.0,1275.0,329.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,NF-ToN-IoT,retained,0.25487050194820077,0.4514293894003465,0.49614791987673346,0.04956133600123134,0.09012034704729918,0.4121094161345682,0.6639755950755764,1.6548293187563414,1902.0,327.0,6175.0,322.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,NF-BoT-IoT,retained,0.9816661305886137,0.657969614001181,0.9990175208776814,0.9826058946690288,0.9907437479701202,0.879049900681806,0.9996707923205055,0.04158150786934518,12.0,24.0,432.0,24404.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,NF-CSE-CIC-IDS2018,forgotten,0.7316218871470677,0.5224815597496352,0.1696646679991117,0.2309552599758162,0.19562155933939315,0.5996988694438876,0.19526523086676686,1.9126826771099652,16364.0,3739.0,2544.0,764.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,scrub_r,RETAINED_MACRO,retained_macro,0.7251773206222388,0.570608700281748,0.8267317936247252,0.4124264833738773,0.4734631262717164,0.742498061566263,0.784353933145332,0.6298022216272108,21287.0,356.0,7882.0,25055.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,NF-UNSW-NB15,retained,0.983509674959489,0.9607650164505137,0.8619102416570771,0.9339152119700748,0.8964691801316577,0.9975683919523104,0.9650679561217326,0.048723639829388606,19138.0,240.0,106.0,1498.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,NF-ToN-IoT,retained,0.7195736878294752,0.6436950608325076,0.8199052132701422,0.7988302293366168,0.8092305293521478,0.6136200281000729,0.7547986585698534,0.811636418612198,1089.0,1140.0,1307.0,5190.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,NF-BoT-IoT,retained,0.9909938887101962,0.5932964692829406,0.9988244831779489,0.9921484941214366,0.9954752959237264,0.8901605644136648,0.9997934728779143,0.02094530196695422,7.0,29.0,195.0,24641.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,NF-CSE-CIC-IDS2018,forgotten,0.33189526291059757,0.45515286420039575,0.12584187852678844,0.6269649334945586,0.20961140027287886,0.4146093281631039,0.11621118965928293,2.9931012711268754,5696.0,14407.0,1234.0,2074.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.0001,RETAINED_MACRO,retained_macro,0.8980257504997201,0.7325855155219873,0.893546646035056,0.9082979784760427,0.9003916684691773,0.8337829948220161,0.9065533625231668,0.29376845346951364,20234.0,1409.0,1608.0,31329.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,NF-UNSW-NB15,retained,0.9514822228576876,0.6829542474189179,0.9982993197278912,0.36596009975062344,0.5355839416058394,0.9912210037657431,0.9242318725389974,0.1279186559842787,19377.0,1.0,1017.0,587.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,NF-ToN-IoT,retained,0.25956910382764153,0.49216078815546094,0.6,0.01662305679544405,0.03234985772053317,0.6534076914264809,0.795465026106524,1.2498984292261461,2157.0,72.0,6389.0,108.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,NF-BoT-IoT,retained,0.9796960437439691,0.7679331973300406,0.9993432664286007,0.9803108391045257,0.9897355637309702,0.9791599559778816,0.9999693028726001,0.047607486019516095,20.0,16.0,489.0,24347.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,NF-CSE-CIC-IDS2018,forgotten,0.7985989492119089,0.5440545128501157,0.23542685220007523,0.18923821039903266,0.20982068040891572,0.435274637009967,0.1494098884381627,1.6350187613433973,18070.0,2033.0,2682.0,626.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,scrub_r@lr=0.001,RETAINED_MACRO,retained_macro,0.7302491234764328,0.6476827443014731,0.865880862052164,0.45429799855019776,0.5192231210191143,0.8745962170567019,0.9065554005060404,0.47514152374331364,21554.0,89.0,7895.0,25042.0,54580.0,0.6034628068889704
mlp,42,NF-CSE-CIC-IDS2018,retrained,NF-UNSW-NB15,retained,0.9992851015155848,0.9981833719447897,0.9937849596022374,0.9968827930174564,0.9953314659197012,0.9999113643798441,0.9980380514158371,0.0031114520753363073,19368.0,10.0,5.0,1599.0,20982.0,0.07644647793346677
mlp,42,NF-CSE-CIC-IDS2018,retrained,NF-ToN-IoT,retained,0.8730231492092597,0.797433511950472,0.8859762211717519,0.9519778359242728,0.917791957263689,0.8754442554948059,0.9159898420322875,0.34489829843065234,1433.0,796.0,312.0,6185.0,8726.0,0.7445564978225991
mlp,42,NF-CSE-CIC-IDS2018,retrained,NF-BoT-IoT,retained,0.9921196526214217,0.6909414648986238,0.9991087344028521,0.9929940409083589,0.9960420032310178,0.9891544084751526,0.9999841494545381,0.014274190921959043,14.0,22.0,174.0,24662.0,24872.0,0.9985525892569959
mlp,42,NF-CSE-CIC-IDS2018,retrained,NF-CSE-CIC-IDS2018,forgotten,0.49284524368886423,0.5569519363428284,0.16649793629779613,0.6463119709794438,0.2647841971639111,0.5121508677108537,0.18668417034308413,1.36643913146982,9400.0,10703.0,1170.0,2138.0,23411.0,0.14130109777455044
mlp,42,NF-CSE-CIC-IDS2018,retrained,RETAINED_MACRO,retained_macro,0.9548093011154221,0.8288527829312953,0.9596233050589471,0.9806182232833627,0.9697218088048026,0.9548366761166008,0.971337347634221,0.12076131380931589,20815.0,828.0,491.0,32446.0,54580.0,0.6034628068889704
numerical_feature_transformer,42,NF-UNSW-NB15,original,NF-UNSW-NB15,forgotten,0.9993327614145459,0.997923256159323,0.9950186799501868,0.9962593516209476,0.9956386292834891,0.9998432227306644,0.9962458747410696,0.004772512345033358,19370.0,8.0,6.0,1598.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,original,NF-ToN-IoT,retained,0.5731148292459317,0.6084108736937841,0.8303145853193518,0.5362474988456211,0.6516412606378005,0.7068561097978547,0.8127057049214689,0.7332857892420097,1517.0,712.0,3013.0,3484.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,original,NF-BoT-IoT,retained,0.9892248311354133,0.7172294697661101,0.9991872561768531,0.9900144950877758,0.9945797265593399,0.9913297900896547,0.9999873691699069,0.026313305593658538,16.0,20.0,248.0,24588.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,original,NF-CSE-CIC-IDS2018,retained,0.9525009610866687,0.9235995836676907,0.8009868421052632,0.8833131801692866,0.8401380103507763,0.9613270451010428,0.9306815197337821,0.1268870558143446,19377.0,726.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,original,RETAINED_MACRO,retained_macro,0.8382802071560045,0.7497466423758615,0.8768295612004894,0.8031917247008945,0.8287863325159722,0.8865043149961841,0.9144581979417193,0.29549538355000426,20910.0,1458.0,3647.0,30994.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,NF-UNSW-NB15,forgotten,0.9308931465065294,0.5494345787404746,0.9695121951219512,0.09912718204488778,0.17986425339366516,0.9486529509130466,0.6242912312894384,0.5921816653564094,19373.0,5.0,1445.0,159.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,NF-ToN-IoT,retained,0.18519367407746964,0.34996902666813884,0.10855683269476372,0.01308296136678467,0.023351648351648352,0.37402647720972504,0.6373556642547591,0.7692387047292705,1531.0,698.0,6412.0,85.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,NF-BoT-IoT,retained,0.9730218719845609,0.8478038152502639,0.9995865205706016,0.9733854082783057,0.9863119887395198,0.8476751937152162,0.999685376876106,0.5723322531053494,26.0,10.0,661.0,24175.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,NF-CSE-CIC-IDS2018,retained,0.8348212378796293,0.49266299717278267,0.0784313725490196,0.015719467956469165,0.02618987660538907,0.7556267733265581,0.2563230947772033,0.6203751183934905,19492.0,611.0,3256.0,52.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,rollback_repair,RETAINED_MACRO,retained_macro,0.6643455946472199,0.5634786130303951,0.39552490860479494,0.3340626125338531,0.345284504565519,0.6591094814171665,0.6311213786360228,0.6539820254093701,21049.0,1319.0,10329.0,24312.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical,NF-UNSW-NB15,forgotten,0.9993327614145459,0.997923256159323,0.9950186799501868,0.9962593516209476,0.9956386292834891,0.9998432227306644,0.9962458747410696,0.004772512345033358,19370.0,8.0,6.0,1598.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical,NF-ToN-IoT,retained,0.5731148292459317,0.6084108736937841,0.8303145853193518,0.5362474988456211,0.6516412606378005,0.7068561097978547,0.8127057049214689,0.7332857892420097,1517.0,712.0,3013.0,3484.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical,NF-BoT-IoT,retained,0.9892248311354133,0.7172294697661101,0.9991872561768531,0.9900144950877758,0.9945797265593399,0.9913297900896547,0.9999873691699069,0.026313305593658538,16.0,20.0,248.0,24588.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical,NF-CSE-CIC-IDS2018,retained,0.9525009610866687,0.9235995836676907,0.8009868421052632,0.8833131801692866,0.8401380103507763,0.9613270451010428,0.9306815197337821,0.1268870558143446,19377.0,726.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical,RETAINED_MACRO,retained_macro,0.8382802071560045,0.7497466423758615,0.8768295612004894,0.8031917247008945,0.8287863325159722,0.8865043149961841,0.9144581979417193,0.29549538355000426,20910.0,1458.0,3647.0,30994.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-UNSW-NB15,forgotten,0.9994280812124678,0.9985466975558317,0.9950248756218906,0.9975062344139651,0.9962640099626401,0.9998188036977429,0.995738738333156,0.0046576952915046085,19370.0,8.0,4.0,1600.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-ToN-IoT,retained,0.5705936282374513,0.6062757128544609,0.8289473684210527,0.5333230721871633,0.6490587243607755,0.7017713873256062,0.8075432381443048,0.7332048252382211,1514.0,715.0,3032.0,3465.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-BoT-IoT,retained,0.9893454486973303,0.717289865965176,0.9991873552476535,0.9901352874859075,0.9946407264343641,0.9915378214419928,0.9999876741606364,0.02505567189658621,16.0,20.0,245.0,24591.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-CSE-CIC-IDS2018,retained,0.952372816197514,0.923524967938695,0.8003286770747741,0.8833131801692866,0.8397758298606122,0.9611690543399197,0.9305906482967989,0.12762494994568965,19374.0,729.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=1,RETAINED_MACRO,retained_macro,0.8374372977107652,0.7490301822527773,0.8761544669144934,0.8022571799474525,0.8278250935519172,0.8848260877025061,0.9127071868672467,0.2952951490268323,20904.0,1464.0,3663.0,30978.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-UNSW-NB15,forgotten,0.9993327614145459,0.997923256159323,0.9950186799501868,0.9962593516209476,0.9956386292834891,0.9998461504408036,0.9961699879941328,0.004789876090683773,19370.0,8.0,6.0,1598.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-ToN-IoT,retained,0.5709374283749713,0.6069486603645552,0.8295427340196313,0.5333230721871633,0.6492411467116358,0.7045955502947041,0.8118415235557342,0.7451544346679307,1517.0,712.0,3032.0,3465.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-BoT-IoT,retained,0.9892248311354133,0.7172294697661101,0.9991872561768531,0.9900144950877758,0.9945797265593399,0.991320842504608,0.9999873560312839,0.026350600570378933,16.0,20.0,248.0,24588.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-CSE-CIC-IDS2018,retained,0.9525009610866687,0.9235995836676907,0.8009868421052632,0.8833131801692866,0.8401380103507763,0.961340353226831,0.930682764348446,0.12692714904641605,19377.0,726.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=2,RETAINED_MACRO,retained_macro,0.8375544068656845,0.7492592379327853,0.8765722774339159,0.8022169158147419,0.827986294540584,0.8857522486753812,0.914170547978488,0.29947739476157526,20910.0,1458.0,3666.0,30975.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=3,NF-UNSW-NB15,forgotten,0.9993327614145459,0.997923256159323,0.9950186799501868,0.9962593516209476,0.9956386292834891,0.9998432227306644,0.9962458747410696,0.004772512345033358,19370.0,8.0,6.0,1598.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=3,NF-ToN-IoT,retained,0.5731148292459317,0.6084108736937841,0.8303145853193518,0.5362474988456211,0.6516412606378005,0.7068561097978547,0.8127057049214689,0.7332857892420097,1517.0,712.0,3013.0,3484.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=3,NF-BoT-IoT,retained,0.9892248311354133,0.7172294697661101,0.9991872561768531,0.9900144950877758,0.9945797265593399,0.9913297900896547,0.9999873691699069,0.026313305593658538,16.0,20.0,248.0,24588.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=3,NF-CSE-CIC-IDS2018,retained,0.9525009610866687,0.9235995836676907,0.8009868421052632,0.8833131801692866,0.8401380103507763,0.9613270451010428,0.9306815197337821,0.1268870558143446,19377.0,726.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=3,RETAINED_MACRO,retained_macro,0.8382802071560045,0.7497466423758615,0.8768295612004894,0.8031917247008945,0.8287863325159722,0.8865043149961841,0.9144581979417193,0.29549538355000426,20910.0,1458.0,3647.0,30994.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=5,NF-UNSW-NB15,forgotten,0.9993327614145459,0.997923256159323,0.9950186799501868,0.9962593516209476,0.9956386292834891,0.9998432227306644,0.9962458747410696,0.004772512345033358,19370.0,8.0,6.0,1598.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=5,NF-ToN-IoT,retained,0.5731148292459317,0.6084108736937841,0.8303145853193518,0.5362474988456211,0.6516412606378005,0.7068561097978547,0.8127057049214689,0.7332857892420097,1517.0,712.0,3013.0,3484.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=5,NF-BoT-IoT,retained,0.9892248311354133,0.7172294697661101,0.9991872561768531,0.9900144950877758,0.9945797265593399,0.9913297900896547,0.9999873691699069,0.026313305593658538,16.0,20.0,248.0,24588.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=5,NF-CSE-CIC-IDS2018,retained,0.9525009610866687,0.9235995836676907,0.8009868421052632,0.8833131801692866,0.8401380103507763,0.9613270451010428,0.9306815197337821,0.1268870558143446,19377.0,726.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,ssd_canonical@alpha=5,RETAINED_MACRO,retained_macro,0.8382802071560045,0.7497466423758615,0.8768295612004894,0.8031917247008945,0.8287863325159722,0.8865043149961841,0.9144581979417193,0.29549538355000426,20910.0,1458.0,3647.0,30994.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_contrast,NF-UNSW-NB15,forgotten,0.9994757411114289,0.9988584182540861,0.9950279676817899,0.9981296758104738,0.9965764083411143,0.9998645210176129,0.9965938687839055,0.004264808135263552,19370.0,8.0,3.0,1601.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_contrast,NF-ToN-IoT,retained,0.5857208342883338,0.6158448186010965,0.8335648148148148,0.5542558103740188,0.6658038273088657,0.6938384026917072,0.8077297186707323,0.7972116536362394,1510.0,719.0,2896.0,3601.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_contrast,NF-BoT-IoT,retained,0.9892650369893856,0.7172496018324654,0.999187289203137,0.9900547592204864,0.9946000606734756,0.9915221631681609,0.9999876510481371,0.025211611146505167,16.0,20.0,247.0,24589.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_contrast,NF-CSE-CIC-IDS2018,retained,0.9510486523429157,0.9227539387390731,0.7935904399782727,0.8833131801692866,0.8360515021459227,0.959410426869939,0.9290356803972619,0.13181561671901118,19343.0,760.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_contrast,RETAINED_MACRO,retained_macro,0.842011507873545,0.751949453057545,0.875447514665408,0.8092079165879307,0.8321517967094213,0.8815903309099357,0.9122510167053771,0.3180796271672519,20869.0,1499.0,3529.0,31112.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_class_balance,NF-UNSW-NB15,forgotten,0.9994280812124678,0.9985466975558317,0.9950248756218906,0.9975062344139651,0.9962640099626401,0.9998831168028942,0.9969069425877506,0.004132500906755793,19370.0,8.0,4.0,1600.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_class_balance,NF-ToN-IoT,retained,0.5601650240660097,0.600746052997646,0.8267387564512165,0.5177774357395721,0.6367594169979178,0.7074471269584823,0.811147055850009,0.737948245952247,1524.0,705.0,3133.0,3364.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_class_balance,NF-BoT-IoT,retained,0.9892650369893856,0.7172496018324654,0.999187289203137,0.9900547592204864,0.9946000606734756,0.9915747302303107,0.9999877282956582,0.02543536807796782,16.0,20.0,247.0,24589.0,24872.0,0.9985525892569959
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_class_balance,NF-CSE-CIC-IDS2018,retained,0.9514758019734313,0.9230026578357252,0.795751633986928,0.8833131801692866,0.8372492836676217,0.9592237747667229,0.9288999074294891,0.13060600618775708,19353.0,750.0,386.0,2922.0,23411.0,0.14130109777455044
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd_no_class_balance,RETAINED_MACRO,retained_macro,0.8336352876762755,0.7469994375552789,0.8738925598804271,0.7970484583764484,0.8228695871130051,0.8860818773185053,0.9133448971917187,0.2979965400726573,20893.0,1475.0,3766.0,30875.0,57009.0,0.6076408988054518
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd,NF-UNSW-NB15,forgotten,0.9994757411114289,0.9988584182540861,0.9950279676817899,0.9981296758104738,0.9965764083411143,0.9998636201837238,0.9967883705558696,0.004327518505017639,19370.0,8.0,3.0,1601.0,20982.0,0.07644647793346677
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd,NF-ToN-IoT,retained,0.5905340362136144,0.6196665086063464,0.83578318787322,0.5601046636909343,0.6707215924799558,0.7038495801596112,0.8098284078751345,0.7725385816206339,1514.0,715.0,2858.0,3639.0,8726.0,0.7445564978225991
numerical_feature_transformer,42,NF-UNSW-NB15,dc_ssd,NF-BoT-IoT,retained,0.989184625281441,0.7172093376997548,0.9991872231478848,0.9899742309550652,0.9945593916226766,0.9914561747284408,0.9999875542027813,0.026140732676675008,16.0,20.0,249.0,24587.0,24872.0,0.9985525892569959
