architecture,seed,forgotten_domain,model,evaluation_domain,evaluation_scope,accuracy,balanced_accuracy,precision_attack,recall_attack,f1_attack,roc_auc,average_precision,log_loss,true_negative,false_positive,false_negative,true_positive,samples,attack_rate
mlp,42,NF-UNSW-NB15,ssd_canonical,NF-UNSW-NB15,forgotten,0.9990468020207797,0.9971966049372389,0.9925373134328358,0.9950124688279302,0.9937733499377335,0.9998552874702499,0.9952278122517322,0.003872904088667369,19366.0,12.0,8.0,1596.0,20982.0,0.07644647793346677
mlp,42,NF-UNSW-NB15,ssd_canonical,NF-ToN-IoT,retained,0.6033692413476965,0.6486211705675249,0.862291169451074,0.5561028166846237,0.6761485917469823,0.7366612177632731,0.8452845123593878,0.887214090110789,1652.0,577.0,2884.0,3613.0,8726.0,0.7445564978225991
mlp,42,NF-UNSW-NB15,ssd_canonical,NF-BoT-IoT,retained,0.9871341267288517,0.8132639000733701,0.9994702958194116,0.9876389112578515,0.9935193811008951,0.9901017340419822,0.999985555523559,0.022686785893110715,23.0,13.0,307.0,24529.0,24872.0,0.9985525892569959
mlp,42,NF-UNSW-NB15,ssd_canonical,NF-CSE-CIC-IDS2018,retained,0.9080773995130494,0.748347318744981,0.7489233419465977,0.5256952841596131,0.6177619893428064,0.7606376886964419,0.636095060824365,0.393884022142935,19520.0,583.0,1569.0,1739.0,23411.0,0.14130109777455044
mlp,42,NF-UNSW-NB15,ssd_canonical,RETAINED_MACRO,retained_macro,0.8328602558631992,0.736744129795292,0.8702282690723612,0.6898123373673628,0.7624766540635614,0.8291335468338991,0.8271217095691039,0.43459496604894493,21195.0,1173.0,4760.0,29881.0,57009.0,0.6076408988054518
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-UNSW-NB15,forgotten,0.9975216852540273,0.9875074608349598,0.9917617237008872,0.9756857855361596,0.9836580766813325,0.999764818009677,0.9953305006852491,0.00908113692607621,19365.0,13.0,39.0,1565.0,20982.0,0.07644647793346677
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-ToN-IoT,retained,0.6033692413476965,0.6484738133271021,0.862118320610687,0.5562567338771741,0.676209187014688,0.7269246606070663,0.8424889061994393,0.9182691707267542,1651.0,578.0,2883.0,3614.0,8726.0,0.7445564978225991
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-BoT-IoT,retained,0.9870939208748793,0.8132437680070148,0.9994702742349537,0.9875986471251409,0.9934989975089616,0.9904473345144146,0.9999860584299077,0.022801026559155824,23.0,13.0,308.0,24528.0,24872.0,0.9985525892569959
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,NF-CSE-CIC-IDS2018,retained,0.9090171287001837,0.749525884861043,0.754978354978355,0.5272067714631197,0.6208615165539337,0.7182869091771091,0.6281441025222749,0.41203676285937185,19537.0,566.0,1564.0,1744.0,23411.0,0.14130109777455044
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=1,RETAINED_MACRO,retained_macro,0.8331600969742533,0.7370811553983866,0.8721889832746652,0.6903540508218114,0.7635232336925277,0.8118863014328633,0.8235396890505408,0.4510356533817606,21211.0,1157.0,4755.0,29886.0,57009.0,0.6076408988054518
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-UNSW-NB15,forgotten,0.9982842436374035,0.9919231555233086,0.9930817610062893,0.9844139650872819,0.9887288666249218,0.9998419358251085,0.9955970943825785,0.005963835375165283,19367.0,11.0,25.0,1579.0,20982.0,0.07644647793346677
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-ToN-IoT,retained,0.6040568416227367,0.6492302793855991,0.8626609442060086,0.5568724026473757,0.6768309793284071,0.7429179619982663,0.8471537528972954,0.8565069048859024,1653.0,576.0,2879.0,3618.0,8726.0,0.7445564978225991
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-BoT-IoT,retained,0.9870939208748793,0.8132437680070148,0.9994702742349537,0.9875986471251409,0.9934989975089616,0.9903668062489934,0.9999859415023349,0.022703124987850168,23.0,13.0,308.0,24528.0,24872.0,0.9985525892569959
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,NF-CSE-CIC-IDS2018,retained,0.9080773995130494,0.748347318744981,0.7489233419465977,0.5256952841596131,0.6177619893428064,0.7445844198628575,0.6320754593423528,0.4013967048389953,19520.0,583.0,1569.0,1739.0,23411.0,0.14130109777455044
mlp,42,NF-UNSW-NB15,ssd_canonical@alpha=2,RETAINED_MACRO,retained_macro,0.8330760540035551,0.7369404553791984,0.8703515201291867,0.6900554446440431,0.7626973220600584,0.8259563960367058,0.8264050512473277,0.42686891157091594,21196.0,1172.0,4756.0,29885.0,57009.0,0.6076408988054518
