architecture,seed,forgotten_domain,model,mia_loss_auc,mia_advantage,mia_tpr_at_fixed_fpr,member_nonmember_loss_gap,fixed_fpr,member_mean_loss,nonmember_mean_loss,samples_per_membership_group,benign_samples_per_group,attack_samples_per_group,bootstrap_repetitions,confidence_level,mia_loss_auc_ci_lower,mia_loss_auc_ci_upper,mia_advantage_ci_lower,mia_advantage_ci_upper,mia_tpr_at_fixed_fpr_ci_lower,mia_tpr_at_fixed_fpr_ci_upper,member_nonmember_loss_gap_ci_lower,member_nonmember_loss_gap_ci_upper,mia_bootstrap_unit,mia_bootstrap_status,mia_bootstrap_valid_repetitions,mia_bootstrap_invalid_class_coverage_repetitions,mia_bootstrap_member_groups,mia_bootstrap_nonmember_groups,mia_learned_auc,mia_learned_advantage,mia_learned_tpr_at_fixed_fpr,mia_learned_attack_train_rows,mia_learned_attack_test_rows,mia_learned_split_unit,mia_learned_status,mia_learned_attack_train_groups,mia_learned_attack_test_groups,mia_learned_group_overlap,mia_auc_gap_to_retrained,mia_auc_gap_to_retrained_ci_lower,mia_auc_gap_to_retrained_ci_upper,mia_gap_bootstrap_unit,mia_gap_bootstrap_status,mia_gap_bootstrap_valid_repetitions,mia_gap_bootstrap_invalid_class_coverage_repetitions,mia_gap_bootstrap_member_groups,mia_gap_bootstrap_nonmember_groups
mlp,42,NF-UNSW-NB15,scrub_r,0.5144263005981249,0.032661151327128574,0.0,0.46680545806884766,0.01,13.726213455200195,14.193018913269043,11604.0,10000.0,1604.0,1000,0.95,0.5062447512182812,0.524976943436777,0.021109163580221645,0.05568982161221125,0.0,0.0,0.10701537341632965,0.8474982318960378,conversation_group,ok,1000,0,254,29,0.503099495780955,0.020221834366562413,0.0,9845,13363,conversation_group,ok,141,142,0,-5.925609457735348e-05,-0.010945720259248858,0.010142061784772873,conversation_group,ok,1000.0,0.0,254.0,29.0
mlp,42,NF-UNSW-NB15,scrub_r@lr=0.001,0.5143636023178305,0.034212340572216476,0.0,0.31628894805908203,0.01,12.381867408752441,12.698156356811523,11604.0,10000.0,1604.0,1000,0.95,0.5056630900114495,0.5255905238859777,0.022507317345214092,0.05670910733087262,0.0,0.0,-0.029990726814144247,0.677714004577468,conversation_group,ok,1000,0,254,29,0.5133799720474356,0.025993063826369345,0.0,9845,13363,conversation_group,ok,141,142,0,-0.00012195437487172445,-0.007972995331729456,0.007409932931257862,conversation_group,ok,1000.0,0.0,254.0,29.0
mlp,42,NF-UNSW-NB15,retrained,0.5144855566927022,0.035935884177869706,0.010255084453636676,0.027816057205200195,0.01,1.2234231233596802,1.2512391805648804,11604.0,10000.0,1604.0,1000,0.95,0.5051392340121831,0.5264542759991222,0.025088038761980482,0.05355747319383361,0.008085137679959725,0.012651434284824806,-0.02288740993038074,0.08716797662113909,conversation_group,ok,1000,0,254,29,0.5086591034788267,0.02660150339097811,0.01042591306783563,9845,13363,conversation_group,ok,141,142,0,0.0,0.0,0.0,,,,,,
mlp,42,NF-ToN-IoT,original,0.7812625208364316,0.506761402704561,0.04492321796928719,0.6316139698028564,0.01,0.25560009479522705,0.8872140645980835,8726.0,2229.0,6497.0,1000,0.95,0.6603463169258579,0.8046407284112466,0.3483751487680102,0.5608813883109504,0.02363745390913614,0.10849165550936746,0.12776053361641726,0.7038715571803137,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.7827268320160038,0.5214939478319041,0.05220929242975055,7503,9949,conversation_group,ok,325,325,0,0.2715869726618345,0.16656307076808763,0.33613918842260226,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,rollback_repair,0.5540699327670975,0.23974329589731835,0.05260142104056842,-0.03308439254760742,0.01,4.094870567321777,4.06178617477417,8726.0,2229.0,6497.0,1000,0.95,0.4903621108984153,0.6257056422666063,0.146223784984273,0.34659036548680766,0.023484841191131613,0.07693496615853458,-0.09057182056362689,0.021317655967616464,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.4510014125888169,0.08516251788134378,0.08705013780512737,7503,9949,conversation_group,ok,325,325,0,0.04439438459250045,-0.01973104892584456,0.13455885196303416,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,ssd_canonical,0.7812625208364316,0.506761402704561,0.04492321796928719,0.6316139698028564,0.01,0.25560009479522705,0.8872140645980835,8726.0,2229.0,6497.0,1000,0.95,0.6603463169258579,0.8046407284112466,0.3483751487680102,0.5608813883109504,0.02363745390913614,0.10849165550936746,0.12776053361641726,0.7038715571803137,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.7827268320160038,0.5214939478319041,0.05220929242975055,7503,9949,conversation_group,ok,325,325,0,0.2715869726618345,0.16656307076808763,0.33613918842260226,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=1,0.4308197570058767,0.07930323172129272,0.009282603713041486,-0.006939232349395752,0.01,0.7137210369110107,0.706781804561615,8726.0,2229.0,6497.0,1000,0.95,0.37552722938655997,0.5023551824222144,0.036927654391023884,0.13574795542865833,0.004601107911111015,0.017919806645510038,-0.05414921560676017,0.02697624981642241,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.6259167787077945,0.31811198376764005,0.006171876994444703,7503,9949,conversation_group,ok,325,325,0,-0.07885579116872032,-0.14337243436736816,0.01756958217104751,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=2,0.46523142169880294,0.060508824203529654,0.006303002521201009,-0.12168765068054199,0.01,1.54668390750885,1.424996256828308,8726.0,2229.0,6497.0,1000,0.95,0.4069113064978323,0.5184966300671422,0.02982399084994434,0.15114148717672468,0.0034361455214173774,0.0148633759632061,-0.3572403900523045,0.05521345146720169,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.6324481138094984,0.25853131670818164,0.012796538632862385,7503,9949,conversation_group,ok,325,325,0,-0.0444441264757941,-0.08930021870422138,0.005051837472880645,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=3,0.40321249301774986,0.030827412330964976,0.00206280082512033,-0.18153488636016846,0.01,0.9899266362190247,0.8083917498588562,8726.0,2229.0,6497.0,1000,0.95,0.35676937316795676,0.47317254628438793,0.0007358653475272648,0.12309165750871237,0.0004751443939657953,0.01070448430578716,-0.2896761263021739,-0.044257436390828395,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.5956920152975926,0.2900033483823917,0.017511052866022444,7503,9949,conversation_group,ok,325,325,0,-0.10646305515684718,-0.15883461758885256,-0.01093108435669456,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,ssd_canonical@alpha=5,0.5076846054919032,0.12789365115746054,0.012949805179922072,0.07822871208190918,0.01,2.0568692684173584,2.1350979804992676,8726.0,2229.0,6497.0,1000,0.95,0.45175754827645503,0.604710534380599,0.054749526178878925,0.28621785978813,0.006808672333384761,0.022429018866842253,-0.09142541304301446,0.3592016560394886,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.46114587008544894,0.056060134554291076,0.03243278136082726,7503,9949,conversation_group,ok,325,325,0,-0.0019909426826938414,-0.09170464960097675,0.14841161975514244,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,dc_ssd_no_contrast,0.6106209775397043,0.2702269080907632,0.09087783635113454,0.09907805919647217,0.01,0.7900940775871277,0.8891721367835999,8726.0,2229.0,6497.0,1000,0.95,0.5340711884506404,0.7008368989204223,0.15709679498824017,0.38239026611145494,0.04086556122564971,0.1918006291540587,-0.09353872993221497,0.4199963606761046,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.5962750263807326,0.282530359316081,0.08282012034115561,7503,9949,conversation_group,ok,325,325,0,0.10094542936510731,0.017702245943336217,0.23377940885362164,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,dc_ssd_no_class_balance,0.35470317090946,0.0017190006876002806,0.00206280082512033,-0.13158845901489258,0.01,0.7537708878517151,0.6221824288368225,8726.0,2229.0,6497.0,1000,0.95,0.26803559724380505,0.5392878767953986,0.0,0.13483699276578542,0.0,0.02897125886830038,-0.23403755488130934,0.031992678414690286,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.6521101312142595,0.3142413330673709,0.03704261183196991,7503,9949,conversation_group,ok,325,325,0,-0.15497237726513702,-0.24632106691972064,0.06275740940714587,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,dc_ssd,0.4786270848842513,0.07185422874169149,0.04033921613568645,-0.10636109113693237,0.01,0.9837527871131897,0.8773916959762573,8726.0,2229.0,6497.0,1000,0.95,0.40182213276996626,0.6054770709356416,0.03350830561250438,0.19055239471873528,0.02139567703130159,0.07295210742330263,-0.2927649449641098,0.19303171406687533,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.512695679904664,0.11677818959635104,0.027540611728845924,7503,9949,conversation_group,ok,325,325,0,-0.031048463290345718,-0.10435025791457021,0.13416540132019747,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,scrub_r,0.6194213771978426,0.2666743066697227,0.001031400412560165,0.799216628074646,0.01,1.4198533296585083,2.2190699577331543,8726.0,2229.0,6497.0,1000,0.95,0.4355344923501018,0.6723381111822544,0.07763181800088662,0.355018193965457,0.0,0.052332082135882016,-0.4571971808385672,1.2397215279601135,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.5289038165440834,0.1445100367833776,0.0006370162149062371,7503,9949,conversation_group,ok,325,325,0,0.10974582902324559,-0.035226523942993526,0.1592058782975204,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,scrub_r@lr=0.001,0.5940287072195507,0.21693788677515474,0.0005730002292000917,0.5751720666885376,0.01,1.5839537382125854,2.159125804901123,8726.0,2229.0,6497.0,1000,0.95,0.44846805813713625,0.6509040305946339,0.06416732324569706,0.33697010216247647,0.0001119322754023062,0.042694258537506,-0.45541977414497387,0.9643983888559617,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.4647300966595642,0.05523559717332949,0.00042467747660415923,7503,9949,conversation_group,ok,325,325,0,0.08435315904495366,-0.02067549759920509,0.11429473319322822,conversation_group,conditional_on_both_classes_present,994.0,6.0,589.0,61.0
mlp,42,NF-ToN-IoT,retrained,0.509675548174597,0.11207884483153796,0.005959202383680954,-0.07730042934417725,0.01,1.8465410470962524,1.7692406177520752,8726.0,2229.0,6497.0,1000,0.95,0.43112543586737007,0.5688731037207606,0.04228240150990468,0.18683556320770456,0.0016654228509029472,0.037023143781597205,-0.5563082484245226,0.2775315991960727,conversation_group,conditional_on_both_classes_present,995,5,589,61,0.5847864563820007,0.1597214158900992,0.027768806529753946,7503,9949,conversation_group,ok,325,325,0,0.0,0.0,0.0,,,,,,
mlp,42,NF-BoT-IoT,original,0.8387461972292334,0.6410920685532084,0.6227580709445995,0.018594011664390564,0.01,0.006853466387838125,0.025447478517889977,10036.0,36.0,10000.0,1000,0.95,0.7068217931907715,0.933702390312829,0.4766405903241919,0.8138405927166983,0.44182207602203605,0.8043948611158459,0.004197922191623589,0.02800997580293225,conversation_group,conditional_on_both_classes_present,999,1,38,5,0.7820727125008652,0.571488134277572,0.5461768171035424,6895,13177,conversation_group,ok,21,22,0,0.43839285487351154,0.22562633054155087,0.6924832036142637,conversation_group,ok,1000.0,0.0,38.0,5.0
mlp,42,NF-BoT-IoT,rollback_repair,0.17867280023878962,0.007871662016739722,0.004882423276205659,-0.009844779968261719,0.01,8.8732271194458,8.863382339477539,10036.0,36.0,10000.0,1000,0.95,0.10032772309290373,0.3023729828035975,0.0022339726490368805,0.08193373378365577,0.003790165636102893,0.051494780387829946,-0.017741762596281855,0.0002663081254907739,conversation_group,conditional_on_both_classes_present,999,1,38,5,0.7731065763116048,0.52373625483673,0.015761689828583367,6895,13177,conversation_group,ok,21,22,0,-0.22168054211693222,-0.467663270006144,0.09175869352480838,conversation_group,ok,1000.0,0.0,38.0,5.0
