architecture,seed,forgotten_domain,candidate_model,evaluation_domain,evaluation_scope,prediction_agreement,mean_abs_attack_probability_gap,root_mean_square_probability_gap,mean_jensen_shannon_divergence,linear_cka_to_retrained,f1_gap_to_retrained,roc_auc_gap_to_retrained,log_loss_gap_to_retrained
numerical_feature_transformer,42,NF-ToN-IoT,scrub_r@lr=0.001,NF-UNSW-NB15,retained,0.9993804213135068,0.0011819476713439225,0.018953182319757386,0.00042260944037557813,0.8938160825109894,0.0009387490030275947,-3.9314964729753044e-05,0.0008331827221181335
numerical_feature_transformer,42,NF-ToN-IoT,scrub_r@lr=0.001,NF-ToN-IoT,forgotten,0.8857437542975017,0.15187224113272105,0.27731644982626413,0.05714227394377951,0.4878041508765063,-0.034061616237455294,-0.19387310138585545,0.8915696988585868
numerical_feature_transformer,42,NF-ToN-IoT,scrub_r@lr=0.001,NF-BoT-IoT,retained,0.9965020907044065,0.004831459068852339,0.052982127588035374,0.002124075478060448,0.3718737051771242,-0.0011894298829613348,-0.04844725845994158,0.007399757732165011
numerical_feature_transformer,42,NF-ToN-IoT,scrub_r@lr=0.001,NF-CSE-CIC-IDS2018,retained,0.3562000768869335,0.5801293262697685,0.6870660370653497,0.32138581503870567,0.28136940046404474,-0.6310864520132182,-0.0858038101961115,1.9127148450742677
numerical_feature_transformer,42,NF-BoT-IoT,original,NF-UNSW-NB15,retained,0.9995710609093509,0.0019090469018323063,0.01900707681975454,0.00041050956732918416,0.9546432311134514,-0.0009270903543504572,-4.073056084119564e-05,0.000873646205876316
numerical_feature_transformer,42,NF-BoT-IoT,original,NF-ToN-IoT,retained,0.6619298647719459,0.22165348103380558,0.3125346457295828,0.056641337369967196,0.5357872394555224,-0.25523388307339745,-0.10317762009494258,0.2924346872101787
numerical_feature_transformer,42,NF-BoT-IoT,original,NF-BoT-IoT,forgotten,0.0316420070762303,0.9264055493530072,0.9405907759571936,0.5860162156849521,0.5207977111876592,0.9529738008668928,0.9640944596553389,-3.5066312249994835
numerical_feature_transformer,42,NF-BoT-IoT,original,NF-CSE-CIC-IDS2018,retained,0.9833411644098928,0.043865906227490155,0.09094797967137094,0.00889590895459753,0.751772843209807,0.04084223570288892,0.007214470326668887,-0.02890485618953481
numerical_feature_transformer,42,NF-BoT-IoT,rollback_repair,NF-UNSW-NB15,retained,0.9237918215613383,0.2711271907897649,0.30475305221848686,0.10740602561492651,0.2589103165718274,-0.9965657196378396,-0.896841956286907,0.352582869791229
numerical_feature_transformer,42,NF-BoT-IoT,rollback_repair,NF-ToN-IoT,retained,0.2493696997478799,0.4704284262774839,0.5135500772546419,0.14879277021998466,0.3800186660445133,-0.9068751437111979,-0.30005217578765875,0.7087849250767992
numerical_feature_transformer,42,NF-BoT-IoT,rollback_repair,NF-BoT-IoT,forgotten,0.9780878095850756,0.1970132684350225,0.21194263990935286,0.05159819101559292,0.31424499577763165,-0.04160592569244711,0.20348821603049339,-2.0599031496078832
numerical_feature_transformer,42,NF-BoT-IoT,rollback_repair,NF-CSE-CIC-IDS2018,retained,0.8501559096151382,0.2452832580027741,0.30556874485891666,0.08202377939478346,0.6054095963228779,-0.7992957746478874,-0.5404795818463571,0.2776441536464084
numerical_feature_transformer,42,NF-BoT-IoT,ssd_canonical,NF-UNSW-NB15,retained,0.9995710609093509,0.0019090469018323063,0.01900707681975454,0.00041050956732918416,0.9546432311134514,-0.0009270903543504572,-4.073056084119564e-05,0.000873646205876316
numerical_feature_transformer,42,NF-BoT-IoT,ssd_canonical,NF-ToN-IoT,retained,0.6619298647719459,0.22165348103380558,0.3125346457295828,0.056641337369967196,0.5357872394555224,-0.25523388307339745,-0.10317762009494258,0.2924346872101787
